4021r	32501f	85.7	100	1	59	100	39	97	93.22	5e-17	+
32501f	37485f	93.7	100	97	31	100	34	100	92.54	2e-19	-
3811f	51201r	168	100	97	5	100	1	93	97.85	5e-42	-
4021f	51201f	125	100	75	1	100	1	75	96	6e-29	-
5955r	51201f	95.6	100	37	100	100	1	64	93.75	6e-20	+
20011f	51737r	141	100	1	91	100	10	100	94.51	1e-33	+
33603r	52238f	151	100	100	9	100	8	100	95.7	1e-36	-
33603r	52238r	129	100	1	77	100	23	100	96.15	4e-30	+
33603r	52468r	147	100	100	11	100	11	100	95.56	2e-35	-
52468r	52238r	101	100	100	34	100	33	100	94.12	9e-22	-
51201f	54681r	113	100	8	88	100	3	84	92.77	2e-25	+
20011f	61064r	109	100	46	100	100	4	58	100	4e-24	+
4021f	65932f	91.7	100	1	66	100	34	100	92.65	9e-19	+
51201f	65932f	117	100	88	10	100	21	100	93.83	2e-26	-
20011f	69551f	170	100	100	3	100	3	100	96.94	1e-42	-
51201f	69094r	111	100	12	87	100	24	100	93.59	1e-24	+
54681f	69094f	141	100	14	100	100	1	87	95.4	1e-33	+
20011f	80173r	131	100	100	27	100	27	100	97.3	1e-30	-
54681f	80173f	91.7	100	100	43	100	41	98	94.83	9e-19	-
69551f	80173r	143	100	1	76	100	25	100	98.68	3e-34	+
7328r	85470r	172	100	100	10	100	10	100	98.9	3e-43	-
20011f	87255f	135	100	80	1	100	1	80	96.25	7e-32	-
69551f	87255f	139	100	23	100	100	1	78	97.44	4e-33	+
7328r	89785f	91.7	100	67	1	100	22	87	92.65	9e-19	-
7328r	90069f	165	100	1	91	100	10	100	97.8	7e-41	+
32501f	90904f	117	100	1	67	100	34	100	97.01	2e-26	+
33603r	89785f	89.7	100	44	100	100	1	57	94.83	4e-18	+
33603r	90904r	167	100	100	9	100	9	100	97.83	2e-41	-
52238r	90904r	97.6	100	100	31	100	32	100	92.86	1e-20	-
52468r	89785f	109	100	67	1	100	1	67	95.52	4e-24	-
52468r	90904r	147	100	3	100	100	1	98	93.88	2e-35	+
4021f	94353r	101	100	59	1	100	1	59	96.61	9e-22	-
20011f	94353f	113	100	40	100	100	1	61	98.36	2e-25	+
51201f	94353r	137	100	20	100	100	4	84	96.3	2e-32	+
69551f	94353f	117	100	63	1	100	1	63	98.41	2e-26	-
80173r	94353f	165	100	87	1	100	1	87	98.85	7e-41	-
51201f	99187r	119	100	68	1	100	1	68	97.06	4e-27	-
95076f	99187f	145	100	8	100	100	5	97	94.62	7e-35	+
94302r	109368r	161	100	93	1	100	1	93	96.77	1e-39	-
99634r	109368r	123	100	31	100	100	1	70	97.14	3e-28	+
5955r	111831f	111	100	68	1	100	1	68	95.59	1e-24	-
7328r	111831f	117	100	1	63	100	35	97	98.41	2e-26	+
21199r	111831f	155	100	11	100	100	1	90	96.67	7e-38	+
26079f	111626f	87.7	100	17	76	100	1	60	93.33	1e-17	+
26079f	111831f	121	100	65	1	100	1	65	98.46	1e-27	-
61064f	111831f	155	100	84	3	100	16	97	98.78	7e-38	-
65932r	111831f	113	100	100	36	100	33	97	96.92	2e-25	-
89785f	111831f	117	100	100	26	100	22	97	94.81	2e-26	-
90069f	111831f	117	100	2	72	100	27	97	95.77	2e-26	+
99187r	111626f	87.7	100	85	26	100	1	60	93.33	1e-17	-
99187r	111831f	119	100	37	100	100	1	64	98.44	4e-27	+
3117r	120463r	137	100	81	1	100	1	82	96.39	2e-32	-
7328r	120463r	143	100	25	100	100	1	76	98.68	3e-34	+
65932r	120463r	139	100	74	1	100	1	74	98.65	4e-33	-
85470r	120463r	161	100	85	1	100	1	85	98.82	1e-39	-
90069f	120463r	125	100	34	100	100	1	67	98.51	6e-29	+
4021f	128326f	131	100	19	100	100	2	84	95.18	1e-30	+
4021r	128701f	105	100	2	70	100	32	100	94.2	6e-23	+
5955r	128326f	137	100	93	1	100	2	95	93.62	2e-32	-
21199r	128326f	125	100	1	83	100	18	100	93.98	6e-29	+
26079f	128326f	147	100	90	1	100	2	92	95.6	2e-35	-
32501f	128701f	167	100	9	100	100	1	92	97.83	2e-41	+
37485f	128701f	107	100	100	23	100	23	100	92.31	1e-23	-
61064f	128326f	91.7	100	84	27	100	43	100	94.83	9e-19	-
69094r	128326f	125	100	71	1	100	1	71	97.18	6e-29	-
90904f	128701f	85.7	100	42	100	100	1	59	93.22	5e-17	+
99187r	128326f	145	100	12	100	100	2	91	95.56	7e-35	+
111626f	128326f	71.9	100	60	1	100	17	76	90	8e-13	-
111831f	128326f	129	100	1	73	100	28	100	97.26	4e-30	+
20011r	136228r	131	100	1	81	100	20	100	95.06	1e-30	+
26079r	136228r	111	100	100	41	100	41	100	98.33	1e-24	-
33603f	136228r	121	100	81	1	100	1	81	93.9	1e-27	-
51201r	136228r	131	100	100	19	100	19	100	95.12	1e-30	-
51737f	136228r	123	100	31	100	100	1	70	97.14	3e-28	+
79505f	136228r	91.7	100	62	1	100	1	63	93.65	9e-19	-
79505r	136228r	69.9	100	46	100	100	1	56	91.07	3e-12	+
89785r	136228r	93.7	100	60	1	100	5	63	95	2e-19	-
69551r	140181f	143	100	1	80	100	20	100	97.53	3e-34	+
85470f	140181f	135	100	100	8	100	9	100	93.55	7e-32	-
87255r	140181f	170	100	3	100	100	1	99	96.97	1e-42	+
111831f	140355f	117	100	1	79	100	19	98	93.75	2e-26	+
128326f	140355f	149	100	10	100	100	1	92	95.65	4e-36	+
109368r	145540r	167	100	100	9	100	9	100	97.83	2e-41	-
4021f	147023r	123	100	19	100	100	7	89	93.98	3e-28	+
5955r	147023r	129	100	93	1	100	7	100	92.55	4e-30	-
21199r	147023r	111	100	3	78	100	25	100	93.42	1e-24	+
26079f	147023r	139	100	90	1	100	7	97	94.51	4e-33	-
65932f	147023r	101	100	46	100	100	1	55	98.18	9e-22	+
69094r	147023r	127	100	76	1	100	1	76	96.05	2e-29	-
99187r	147023r	137	100	12	100	100	7	96	94.44	2e-32	+
111831f	147023r	119	100	1	68	100	33	100	97.06	4e-27	+
128326f	147023r	180	100	1	95	100	6	100	98.95	1e-45	+
111831f	149674f	123	100	97	20	100	23	100	94.87	3e-28	-
120463r	149674f	113	100	61	1	100	1	61	98.36	2e-25	-
147023r	149674r	109	100	1	59	100	42	100	98.31	4e-24	+
7328f	151223r	73.8	100	100	45	100	43	98	91.07	2e-13	-
26079r	151023r	105	100	1	61	100	37	97	96.72	6e-23	+
99634f	151223r	109	100	1	59	100	42	100	98.31	4e-24	+
111626f	151023f	87.7	100	1	60	100	23	82	93.33	1e-17	+
111831f	151023f	133	100	71	1	100	1	71	98.59	3e-31	-
128326f	151023f	159	100	98	2	100	1	96	95.88	5e-39	-
147023r	151023f	145	100	100	7	100	4	96	94.68	7e-35	-
22567r	166983r	125	100	1	63	100	38	100	100	6e-29	+
37485r	166983r	127	100	25	100	100	1	76	96.05	2e-29	+
38815r	166983r	105	100	2	62	100	39	100	96.77	6e-23	+
109368r	166983f	161	100	1	89	100	12	100	97.75	1e-39	+
94302r	178286f	149	100	95	1	100	1	95	94.79	4e-36	-
99634r	178286f	135	100	29	100	100	1	72	98.61	7e-32	+
109368r	178286f	178	100	1	98	100	3	100	97.96	5e-45	+
151223r	178286r	155	100	1	82	100	19	100	98.78	7e-38	+
166983r	183854f	129	100	32	100	100	1	69	98.55	4e-30	+
4784f	198091f	145	100	1	97	100	2	98	93.81	7e-35	+
21199f	198091f	157	100	6	100	100	1	95	95.79	2e-38	+
22567f	198091f	119	100	100	25	100	25	100	94.74	4e-27	-
30080f	198091f	143	100	100	17	100	17	100	96.43	3e-34	-
38815f	198091f	155	100	86	1	100	1	86	97.67	7e-38	-
52468f	198091f	161	100	8	96	100	1	89	97.75	1e-39	+
95076f	198091f	139	100	1	90	100	11	100	94.44	4e-33	+
99187f	198091f	133	100	5	87	100	18	100	95.18	3e-31	+
166983r	201145r	141	100	100	22	100	22	100	97.47	1e-33	-
96782f	204621f	117	100	100	34	100	34	100	97.01	2e-26	-
120463r	204621r	180	100	6	100	100	1	95	98.95	1e-45	+
111831f	208862f	89.7	100	1	57	100	44	100	94.74	4e-18	+
128326f	208862f	159	100	1	84	100	17	100	98.81	5e-39	+
147023r	208862f	161	100	1	89	100	12	100	97.75	1e-39	+
151223r	208862r	180	100	91	1	100	2	92	100	1e-45	-
111831f	210359f	157	100	3	97	100	1	95	95.83	2e-38	+
128326f	210359f	133	100	30	100	100	1	71	98.59	3e-31	+
147023r	210359f	123	100	35	100	100	1	66	98.48	3e-28	+
151223r	210359r	157	100	100	18	100	18	100	98.8	2e-38	-
7328f	212308r	133	100	1	98	100	3	100	91.84	3e-31	+
90069r	212308r	149	100	10	100	100	1	91	95.6	4e-36	+
99634f	212308r	184	100	100	4	100	4	100	98.97	8e-47	-
111831f	212308f	151	100	1	92	100	9	100	95.65	1e-36	+
128326f	212308f	145	100	20	100	100	1	81	97.53	7e-35	+
147023r	212308f	135	100	25	100	100	1	76	97.37	7e-32	+
151223r	212308r	103	100	100	45	100	45	100	98.21	2e-22	-
120463r	215892r	165	100	1	91	100	10	100	97.8	7e-41	+
204621f	215892f	115	100	39	100	100	4	65	98.39	6e-26	+
96782f	218613r	153	100	8	100	100	1	93	95.74	3e-37	+
109368r	218613f	105	100	44	100	100	1	57	98.25	6e-23	+
178286f	218613f	85.7	100	46	100	100	1	55	94.55	5e-17	+
204621f	218613f	145	100	1	89	100	12	100	95.51	7e-35	+
204621f	218613r	115	100	100	27	100	27	100	94.59	6e-26	-
20011f	224671r	101	100	59	1	100	1	59	96.61	9e-22	-
51737f	224671f	77.8	100	3	65	100	22	85	90.62	1e-14	+
54681r	224671f	107	100	43	100	100	1	58	98.28	1e-23	+
65932f	224671f	123	100	62	1	100	1	62	100	3e-28	-
69551r	224671f	89.7	100	1	57	100	43	100	94.83	4e-18	+
85470f	224671f	81.8	100	100	31	100	32	100	90	9e-16	-
87255r	224671f	147	100	1	78	100	22	100	98.73	2e-35	+
140181f	224671f	137	100	1	77	100	24	100	97.4	2e-32	+
109368r	226904r	178	100	94	1	100	1	94	98.94	5e-45	-
120463r	225269f	125	100	34	100	100	1	67	98.51	6e-29	+
178286f	226904r	167	100	96	1	100	1	96	96.91	2e-41	-
204621f	225269r	139	100	3	92	100	11	100	94.44	4e-33	+
218613r	225269r	115	100	100	35	100	35	100	96.97	6e-26	-
4021r	227816f	97.6	100	73	1	100	1	73	91.78	1e-20	-
32501f	227816f	153	100	100	12	100	12	100	96.63	3e-37	-
37485f	227816f	105	100	20	100	100	1	81	91.36	6e-23	+
90904f	227816f	87.7	100	100	45	100	45	100	94.64	1e-17	-
128701f	227816f	153	100	100	4	100	4	100	94.85	3e-37	-
54681f	233268r	119	100	1	76	100	25	100	94.74	4e-27	+
69094f	233268r	101	100	1	63	100	38	100	95.24	9e-22	+
128326f	233268f	143	100	80	1	100	1	80	97.5	3e-34	-
147023r	233268f	145	100	85	1	100	1	85	96.47	7e-35	-
32501r	241018r	168	100	97	1	100	1	97	96.91	5e-42	-
33603r	241018r	168	100	1	93	100	8	100	97.85	5e-42	+
52238f	241018r	121	100	100	15	100	16	100	93.02	1e-27	-
52238r	241018r	127	100	16	100	100	1	84	94.12	2e-29	+
52468r	241018r	117	100	100	22	100	18	96	93.67	2e-26	-
90904r	241018r	137	100	100	16	100	16	100	95.29	2e-32	-
136228r	241018f	103	100	60	1	100	1	60	96.67	2e-22	-
140181f	245592r	141	100	83	1	100	1	83	96.39	1e-33	-
151223r	245592f	99.6	100	58	1	100	1	58	96.55	4e-21	-
224671f	245592r	139	100	100	7	100	7	100	93.68	4e-33	-
120463r	246355f	125	100	100	38	100	34	96	100	6e-29	-
140181f	246355r	139	100	87	1	100	1	85	95.4	4e-33	-
224671f	246355r	141	100	100	9	100	11	100	94.57	1e-33	-
3811f	136228r	133	100	5	79	100	26	100	97.33	3e-31	+
3117r	111831f	97.6	100	100	44	100	40	97	96.55	1e-20	-
54681r	147023r	101	100	59	1	100	1	59	96.61	9e-22	-
183854r	128701f	85.7	100	63	1	100	1	63	92.06	5e-17	-
4021f	111831f	105	100	44	100	100	1	57	98.25	6e-23	+
3117f	136228r	95.6	100	88	29	100	5	64	95	6e-20	-
2912r	204621f	145	100	84	1	100	1	84	96.43	7e-35	-
4021f	5955r	145	100	100	16	100	12	96	96.47	7e-35	-
5955r	111626f	71.9	100	20	79	100	1	60	90	8e-13	+
4021f	54681r	87.7	100	68	1	100	3	71	91.43	1e-17	-
4021f	99187r	168	100	8	100	100	1	93	97.85	5e-42	+
2912r	178286f	91.7	100	100	41	100	41	100	93.33	9e-19	-
2912r	109368r	111	100	100	39	100	39	100	96.77	1e-24	-
2912r	218613r	83.8	100	1	58	100	43	100	93.1	2e-16	+
3811f	20011r	172	100	5	98	100	7	100	97.87	3e-43	+
4021r	21199f	79.8	100	34	93	100	1	60	91.67	3e-15	+
4784f	21199f	139	100	1	94	100	7	100	93.62	4e-33	+
22567f	21199f	109	100	100	30	100	30	100	94.37	4e-24	-
4021f	26079f	167	100	100	9	100	9	100	97.83	2e-41	-
5955r	26079f	176	100	4	100	100	1	97	97.94	2e-44	+
20011r	26079r	157	100	100	22	100	22	100	100	2e-38	-
21199f	30080f	149	100	100	22	100	22	100	98.73	4e-36	-
20011r	33603f	93.7	100	62	5	100	1	58	94.83	2e-19	-
32501r	33603r	170	100	90	1	100	1	90	98.89	1e-42	-
21199f	37485f	77.8	100	59	1	100	1	59	91.53	1e-14	-
21199f	38815f	157	100	91	1	100	1	91	96.7	2e-38	-
20011r	51201r	182	100	99	1	100	1	99	97.98	3e-46	-
26079f	51201f	117	100	34	100	100	1	67	97.01	2e-26	+
4021r	52468f	105	100	32	100	100	1	69	94.2	6e-23	+
4784f	52468f	159	100	1	92	100	9	100	96.74	5e-39	+
21199f	52468f	170	100	1	98	100	3	100	96.94	1e-42	+
32501r	52238f	123	100	1	82	100	18	100	93.98	3e-28	+
32501r	52238r	141	100	100	14	100	13	100	95.45	1e-33	-
32501r	52468r	125	100	2	80	100	22	100	94.94	6e-29	+
26079f	54681r	85.7	100	41	99	100	3	62	93.44	5e-17	+
7328r	61064f	111	100	64	1	100	2	65	96.88	1e-24	-
26079f	65932f	89.7	100	99	43	100	43	100	94.92	4e-18	-
54681r	65932f	174	100	100	5	100	5	100	97.92	8e-44	-
61064f	65932r	107	100	2	67	100	35	100	95.45	1e-23	+
26079f	69094r	99.6	100	22	99	100	1	79	91.25	4e-21	+
54681r	69094r	145	100	7	83	100	24	100	98.7	7e-35	+
69094f	80173f	125	100	100	30	100	28	98	97.18	6e-29	-
69551r	80173f	117	100	38	100	100	1	63	98.41	2e-26	+
61064f	85470r	93.7	100	2	56	100	46	100	96.36	2e-19	+
69551r	85470f	125	100	87	2	100	1	88	93.18	6e-29	-
69551r	87255r	133	100	1	79	100	22	100	96.2	3e-31	+
32501r	90904r	139	100	1	82	100	19	100	96.34	4e-33	+
61064f	89785f	127	100	2	78	100	25	100	96.15	2e-29	+
61064f	90069f	111	100	73	2	100	2	73	94.44	1e-24	-
4784f	95076f	127	100	10	97	100	1	88	93.18	2e-29	+
21199f	95076f	145	100	16	100	100	1	85	96.47	7e-35	+
54681r	94353r	103	100	12	100	100	1	88	90	2e-22	+
61064f	95076r	111	100	99	44	100	45	100	100	1e-24	-
90904f	94302f	93.7	100	59	1	100	1	59	94.92	2e-19	-
21199f	99187f	123	100	23	100	100	5	82	94.87	3e-28	+
26079f	99187r	196	100	100	2	100	2	100	100	2e-50	-
54681r	99187r	85.7	100	62	3	100	3	61	93.44	5e-17	-
20011r	111626r	117	100	62	1	100	1	62	98.39	2e-26	-
21199f	111831r	101	100	1	59	100	42	100	96.61	9e-22	+
32501f	111831r	133	100	34	100	100	4	70	100	3e-31	+
33603f	111626r	159	100	1	100	100	1	100	95	5e-39	+
37485f	111831r	121	100	97	1	100	4	100	90.72	1e-27	-
38815f	111831r	127	100	100	33	100	33	100	98.53	2e-29	-
51201r	111626r	117	100	38	100	100	1	63	98.41	2e-26	+
51737f	111626r	161	100	100	12	100	12	100	97.75	1e-39	-
52468f	111831r	105	100	1	61	100	40	100	96.72	6e-23	+
79505f	111626r	137	100	1	81	100	19	100	96.34	2e-32	+
79505r	111626r	115	100	100	27	100	26	100	94.67	6e-26	-
89785r	111626r	131	100	1	82	100	19	100	95.18	1e-30	+
22567r	113059f	113	100	1	61	100	39	100	98.39	2e-25	+
37485r	113059f	121	100	24	100	100	1	77	94.81	1e-27	+
38815r	113059f	95.6	100	2	60	100	40	100	95.08	6e-20	+
4784f	128326r	109	100	1	83	100	18	100	91.57	4e-24	+
4784f	128701r	141	100	97	15	100	18	100	96.39	1e-33	-
21199f	128326r	149	100	3	89	100	14	100	96.55	4e-36	+
21199f	128701r	127	100	100	21	100	21	100	95	2e-29	-
22567f	128326r	91.7	100	98	41	100	43	100	94.83	9e-19	-
22567f	128701r	165	100	10	100	100	1	91	97.8	7e-41	+
30080f	128326r	127	100	100	33	100	33	100	98.53	2e-29	-
30080f	128701r	172	100	2	100	100	1	99	96.97	3e-43	+
38815f	128326r	155	100	100	3	100	3	100	94.9	7e-38	-
38815f	128701r	117	100	9	71	100	38	100	98.41	2e-26	+
52468f	128326r	141	100	5	91	100	14	100	95.4	1e-33	+
52468f	128701r	147	100	100	23	100	23	100	98.72	2e-35	-
95076f	128326r	115	100	1	74	100	27	100	94.59	6e-26	+
95076f	128701r	149	100	100	6	100	6	100	94.74	4e-36	-
99187f	128326r	101	100	5	71	100	34	100	94.03	9e-22	+
99187f	128701r	174	100	100	5	100	3	98	97.92	8e-44	-
111831r	128326r	107	100	31	100	100	1	70	94.29	1e-23	+
111831r	128701f	133	100	4	78	100	26	100	97.33	3e-31	+
128701r	128326r	107	100	99	34	100	33	98	95.45	1e-23	-
111626r	136228r	145	100	81	1	100	1	81	97.53	7e-35	-
3811r	140181r	109	100	100	38	100	35	97	96.83	4e-24	-
51737r	140181r	119	100	84	5	100	1	80	93.75	4e-27	-
69551f	140181r	121	100	28	100	100	1	73	95.89	1e-27	+
87255f	140181r	165	100	6	100	100	1	95	96.88	7e-41	+
3811r	144594f	139	100	11	100	100	1	90	94.44	4e-33	+
5955f	144594f	95.6	100	80	13	100	15	82	92.65	6e-20	-
51737r	144594f	93.7	100	5	59	100	45	99	96.36	2e-19	+
61064r	144594f	79.8	100	100	41	100	23	82	91.67	3e-15	-
87255f	144594f	125	100	100	30	100	30	100	97.18	6e-29	-
94353f	144594f	73.8	100	100	44	100	26	82	91.38	2e-13	-
113059f	145540f	129	100	100	32	100	32	100	98.55	4e-30	-
140181r	144594f	127	100	100	25	100	25	100	96.05	2e-29	-
7328r	149674f	153	100	85	1	100	1	85	97.65	3e-37	-
21199r	149674f	93.7	100	100	30	100	30	100	91.55	2e-19	-
61064f	149674f	117	100	2	80	100	22	100	93.67	2e-26	+
65932r	149674f	157	100	14	100	100	1	87	97.7	2e-38	+
85470r	149674f	143	100	25	100	100	1	76	98.68	3e-34	+
89785f	149674f	93.7	100	22	100	100	19	98	90.12	2e-19	+
90069f	149674f	170	100	94	1	100	1	94	97.87	1e-42	-
113059f	166983r	163	100	2	100	100	1	98	95.96	3e-40	+
22567r	183854f	178	100	1	94	100	7	100	98.94	5e-45	+
30080r	183854f	153	100	1	77	100	24	100	100	3e-37	+
38815r	183854f	159	100	6	93	100	12	100	97.75	5e-39	+
94302f	183854f	133	100	100	29	100	29	99	98.61	3e-31	-
113059f	183854f	117	100	33	100	100	1	67	97.06	2e-26	+
5955r	198091r	95.6	100	100	45	100	45	100	96.43	6e-20	-
26079f	198091r	117	100	100	42	100	42	100	100	2e-26	-
51201f	198091r	157	100	100	9	100	10	100	96.74	2e-38	-
54681r	198091r	119	100	100	4	100	6	100	90.82	4e-27	-
65932f	198091r	141	100	1	100	100	2	99	93.07	1e-33	+
69094r	198091r	117	100	99	24	100	23	97	94.81	2e-26	-
79505r	198091r	107	100	59	1	100	1	58	98.31	1e-23	-
94353r	198091r	159	100	93	1	100	1	92	96.77	5e-39	-
99187r	198091r	119	100	1	60	100	41	100	100	4e-27	+
128326r	198091f	135	100	17	100	100	1	84	95.24	7e-32	+
128701r	198091f	137	100	100	16	100	16	100	95.29	2e-32	-
113059f	201145r	129	100	100	23	100	24	100	96.15	4e-30	-
183854f	201145r	163	100	90	1	100	1	90	97.78	3e-40	-
7328r	204621r	125	100	30	100	100	1	71	97.18	6e-29	+
65932r	204621r	123	100	69	4	100	1	66	98.48	3e-28	-
85470r	204621r	143	100	80	1	100	1	80	97.5	3e-34	-
90069f	204621r	115	100	39	100	100	1	62	98.39	6e-26	+
178286r	208862r	170	100	100	11	100	11	100	98.89	1e-42	-
198091r	208862f	99.6	100	35	100	100	1	67	94.12	4e-21	+
5955r	210359f	83.8	100	66	1	100	1	66	91.04	2e-16	-
7328r	210359f	135	100	1	68	100	33	100	100	7e-32	+
21199r	210359f	119	100	13	100	100	1	88	92.13	4e-27	+
26079f	210359f	93.7	100	63	1	100	1	63	93.75	2e-19	-
61064f	210359f	125	100	84	2	100	14	96	94.05	6e-29	-
65932r	210359f	131	100	100	31	100	31	100	98.57	1e-30	-
85470r	210359f	117	100	100	42	100	42	100	100	2e-26	-
89785f	210359f	97.6	100	94	22	100	26	99	92	1e-20	-
90069f	210359f	141	100	3	77	100	26	100	98.67	1e-33	+
99187r	210359f	91.7	100	39	100	100	1	62	93.65	9e-19	+
149674f	210359f	149	100	100	18	100	18	100	97.59	4e-36	-
178286r	210359r	121	100	100	36	100	36	100	98.46	1e-27	-
149674f	212308f	129	100	100	28	100	28	100	97.26	4e-30	-
210359f	212308f	163	100	1	90	100	11	100	97.78	3e-40	+
149674f	215892r	115	100	70	1	100	1	70	95.71	6e-26	-
204621r	215892r	163	100	1	86	100	15	100	98.84	3e-40	+
51737r	224671r	103	100	68	5	100	1	64	95.31	2e-22	-
69551f	224671r	113	100	44	100	100	1	57	100	2e-25	+
87255f	224671r	149	100	26	100	100	5	79	100	4e-36	+
140181r	224671r	153	100	20	100	100	4	84	98.77	3e-37	+
144594f	224671r	159	100	100	9	100	9	100	96.74	5e-39	-
198091r	224671f	67.9	100	58	1	100	5	63	90	1e-11	-
96782r	226904f	127	100	29	100	100	5	76	97.22	2e-29	+
99634r	226904f	103	100	13	72	100	41	100	96.67	2e-22	+
178286r	225269f	101	100	5	59	100	46	100	98.18	9e-22	+
204621r	225269f	127	100	29	100	100	1	72	97.22	2e-29	+
37485r	227816r	125	100	3	77	100	26	100	96	6e-29	+
